Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Titus Morse,S733,Physical Education,Physical Education and Health,,4,Physical Education and Health,
Titus Morse,S733,Physical Education,Sports Psychology,Sports Psychology,62,,
Titus Morse,S733,Physical Education,Exercise Physiology,,36,Exercise Physiology,
Sofia Rocha,S734,Physical Education,Physical Education and Health,,0,Physical Education and Health,
Sofia Rocha,S734,Physical Education,Sports Psychology,Sports Psychology,67,,
Sofia Rocha,S734,Physical Education,Exercise Physiology,Exercise Physiology,69,,
Paulina Francis,S736,Neurobiology,Cellular Neurobiology,,15,Cellular Neurobiology,
Paulina Francis,S736,Neurobiology,Neuronal Signaling,,28,Neuronal Signaling,
Paulina Francis,S736,Neurobiology,Neuroplasticity,Neuroplasticity,53,,
Kareem Key,S737,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,77,,
Kareem Key,S737,Neurobiology,Neuronal Signaling,Neuronal Signaling,64,,
Kareem Key,S737,Neurobiology,Neuroplasticity,Neuroplasticity,54,,
Laurel Knox,S738,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,97,,
Laurel Knox,S738,Neurobiology,Neuronal Signaling,Neuronal Signaling,66,,
Laurel Knox,S738,Neurobiology,Neuroplasticity,Neuroplasticity,41,,
Kale Fisher,S739,Neurobiology,Cellular Neurobiology,,22,Cellular Neurobiology,
Kale Fisher,S739,Neurobiology,Neuronal Signaling,Neuronal Signaling,95,,
Kale Fisher,S739,Neurobiology,Neuroplasticity,Neuroplasticity,49,,
Urijah Payne,S740,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,53,,
Urijah Payne,S740,Neurobiology,Neuronal Signaling,,10,Neuronal Signaling,
Urijah Payne,S740,Neurobiology,Neuroplasticity,Neuroplasticity,64,,
Saniya Baldwin,S741,Neurobiology,Cellular Neurobiology,,17,Cellular Neurobiology,
Saniya Baldwin,S741,Neurobiology,Neuronal Signaling,Neuronal Signaling,48,,
Saniya Baldwin,S741,Neurobiology,Neuroplasticity,,40,Neuroplasticity,
Braydon Vaughn,S742,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,68,,
Braydon Vaughn,S742,Neurobiology,Neuronal Signaling,Neuronal Signaling,51,,
Braydon Vaughn,S742,Neurobiology,Neuroplasticity,,34,Neuroplasticity,
Samson Larsen,S743,Neurobiology,Cellular Neurobiology,,18,Cellular Neurobiology,
Samson Larsen,S743,Neurobiology,Neuronal Signaling,Neuronal Signaling,50,,
Samson Larsen,S743,Neurobiology,Neuroplasticity,,13,Neuroplasticity,
Ashleigh Escobar,S744,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,78,,
Ashleigh Escobar,S744,Neurobiology,Neuronal Signaling,,40,Neuronal Signaling,
Ashleigh Escobar,S744,Neurobiology,Neuroplasticity,Neuroplasticity,81,,
Sylas Boyle,S745,Neurobiology,Cellular Neurobiology,,31,Cellular Neurobiology,
Sylas Boyle,S745,Neurobiology,Neuronal Signaling,Neuronal Signaling,48,,
Sylas Boyle,S745,Neurobiology,Neuroplasticity,Neuroplasticity,58,,
Araceli Foley,S746,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,67,,
Araceli Foley,S746,Neurobiology,Neuronal Signaling,Neuronal Signaling,89,,
Araceli Foley,S746,Neurobiology,Neuroplasticity,,12,Neuroplasticity,
Cameron Gibson,S747,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,65,,
Cameron Gibson,S747,Neurobiology,Neuronal Signaling,Neuronal Signaling,65,,
Cameron Gibson,S747,Neurobiology,Neuroplasticity,,34,Neuroplasticity,
Alfonso Marks,S749,Social Work,Introduction to Social Work,,17,Introduction to Social Work,
Alfonso Marks,S749,Social Work,Social Welfare Policy,Social Welfare Policy,73,,
Alfonso Marks,S749,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,63,,
Amiah Mcclain,S750,Social Work,Introduction to Social Work,,30,Introduction to Social Work,
Amiah Mcclain,S750,Social Work,Social Welfare Policy,,32,Social Welfare Policy,
Amiah Mcclain,S750,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,87,,
Julien Garner,S751,Social Work,Introduction to Social Work,,40,Introduction to Social Work,
Julien Garner,S751,Social Work,Social Welfare Policy,,22,Social Welfare Policy,
Julien Garner,S751,Social Work,Human Behavior and the Social Environment,,4,Human Behavior and the Social Environment,
Devin Bass,S752,Social Work,Introduction to Social Work,,39,Introduction to Social Work,
Devin Bass,S752,Social Work,Social Welfare Policy,Social Welfare Policy,96,,
Devin Bass,S752,Social Work,Human Behavior and the Social Environment,,21,Human Behavior and the Social Environment,
Damarion Trujillo,S753,Social Work,Introduction to Social Work,Introduction to Social Work,46,,
Damarion Trujillo,S753,Social Work,Social Welfare Policy,Social Welfare Policy,70,,
Damarion Trujillo,S753,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,43,,
Emilee Patel,S754,Social Work,Introduction to Social Work,Introduction to Social Work,83,,
Emilee Patel,S754,Social Work,Social Welfare Policy,Social Welfare Policy,56,,
Emilee Patel,S754,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,90,,
Anabelle Ramsey,S755,Social Work,Introduction to Social Work,Introduction to Social Work,93,,
Anabelle Ramsey,S755,Social Work,Social Welfare Policy,,35,Social Welfare Policy,
Anabelle Ramsey,S755,Social Work,Human Behavior and the Social Environment,,1,Human Behavior and the Social Environment,
Kelsey Leon,S756,Social Work,Introduction to Social Work,,25,Introduction to Social Work,
Kelsey Leon,S756,Social Work,Social Welfare Policy,Social Welfare Policy,90,,
Kelsey Leon,S756,Social Work,Human Behavior and the Social Environment,,39,Human Behavior and the Social Environment,
Leonard Duran,S758,Theoretical Physics,Introduction to Theoretical Physics,,15,Introduction to Theoretical Physics,
Leonard Duran,S758,Theoretical Physics,Quantum Field Theory,,10,Quantum Field Theory,
Leonard Duran,S758,Theoretical Physics,Cosmology,Cosmology,58,,
Nylah Salazar,S759,Theoretical Physics,Introduction to Theoretical Physics,,19,Introduction to Theoretical Physics,
Nylah Salazar,S759,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,45,,
Nylah Salazar,S759,Theoretical Physics,Cosmology,Cosmology,64,,
Taniyah Bass,S760,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,98,,
Taniyah Bass,S760,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,56,,
Taniyah Bass,S760,Theoretical Physics,Cosmology,Cosmology,86,,
Yadira Estes,S761,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,90,,
Yadira Estes,S761,Theoretical Physics,Quantum Field Theory,,22,Quantum Field Theory,
Yadira Estes,S761,Theoretical Physics,Cosmology,Cosmology,74,,
Nyasia Hess,S763,Visual Arts,Art Fundamentals,,17,Art Fundamentals,
Nyasia Hess,S763,Visual Arts,Drawing Techniques,Drawing Techniques,94,,
Nyasia Hess,S763,Visual Arts,Painting Styles,,32,Painting Styles,
Madalynn Moses,S764,Visual Arts,Art Fundamentals,Art Fundamentals,52,,
Madalynn Moses,S764,Visual Arts,Drawing Techniques,,29,Drawing Techniques,
Madalynn Moses,S764,Visual Arts,Painting Styles,,5,Painting Styles,
Nehemiah Burnett,S765,Visual Arts,Art Fundamentals,,35,Art Fundamentals,
Nehemiah Burnett,S765,Visual Arts,Drawing Techniques,Drawing Techniques,60,,
Nehemiah Burnett,S765,Visual Arts,Painting Styles,,11,Painting Styles,
Anabella Booth,S766,Visual Arts,Art Fundamentals,,11,Art Fundamentals,
Anabella Booth,S766,Visual Arts,Drawing Techniques,Drawing Techniques,88,,
Anabella Booth,S766,Visual Arts,Painting Styles,Painting Styles,41,,
King Alvarado,S767,Visual Arts,Art Fundamentals,,5,Art Fundamentals,
King Alvarado,S767,Visual Arts,Drawing Techniques,Drawing Techniques,70,,
King Alvarado,S767,Visual Arts,Painting Styles,,19,Painting Styles,
Salvatore Pitts,S768,Visual Arts,Art Fundamentals,Art Fundamentals,57,,
Salvatore Pitts,S768,Visual Arts,Drawing Techniques,Drawing Techniques,80,,
Salvatore Pitts,S768,Visual Arts,Painting Styles,Painting Styles,71,,
Giovanni Mcdonald,S769,Visual Arts,Art Fundamentals,Art Fundamentals,81,,
Giovanni Mcdonald,S769,Visual Arts,Drawing Techniques,Drawing Techniques,64,,
Giovanni Mcdonald,S769,Visual Arts,Painting Styles,,8,Painting Styles,
Milan Stout,S770,Visual Arts,Art Fundamentals,,27,Art Fundamentals,
Milan Stout,S770,Visual Arts,Drawing Techniques,Drawing Techniques,63,,
Milan Stout,S770,Visual Arts,Painting Styles,,5,Painting Styles,
Kelsey Richardson,S771,Visual Arts,Art Fundamentals,,40,Art Fundamentals,
Kelsey Richardson,S771,Visual Arts,Drawing Techniques,Drawing Techniques,82,,
Kelsey Richardson,S771,Visual Arts,Painting Styles,Painting Styles,99,,
Conner Bryan,S772,Visual Arts,Art Fundamentals,,39,Art Fundamentals,
Conner Bryan,S772,Visual Arts,Drawing Techniques,,13,Drawing Techniques,
Conner Bryan,S772,Visual Arts,Painting Styles,,14,Painting Styles,
Dario Marshall,S774,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,58,,
Dario Marshall,S774,Entrepreneurship,Business Planning,Business Planning,93,,
Dario Marshall,S774,Entrepreneurship,Marketing Strategies,Marketing Strategies,94,,
Isabella Oconnell,S775,Entrepreneurship,Introduction to Entrepreneurship,,12,Introduction to Entrepreneurship,
Isabella Oconnell,S775,Entrepreneurship,Business Planning,,4,Business Planning,
Isabella Oconnell,S775,Entrepreneurship,Marketing Strategies,,27,Marketing Strategies,
Juan Heath,S776,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,90,,
Juan Heath,S776,Entrepreneurship,Business Planning,,3,Business Planning,
Juan Heath,S776,Entrepreneurship,Marketing Strategies,Marketing Strategies,66,,
Delaney Garcia,S777,Entrepreneurship,Introduction to Entrepreneurship,,13,Introduction to Entrepreneurship,
Delaney Garcia,S777,Entrepreneurship,Business Planning,,16,Business Planning,
Delaney Garcia,S777,Entrepreneurship,Marketing Strategies,,0,Marketing Strategies,
Kaitlynn Leon,S778,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,50,,
Kaitlynn Leon,S778,Entrepreneurship,Business Planning,Business Planning,76,,
Kaitlynn Leon,S778,Entrepreneurship,Marketing Strategies,Marketing Strategies,49,,
Ryan Lin,S779,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,85,,
Ryan Lin,S779,Entrepreneurship,Business Planning,Business Planning,79,,
Ryan Lin,S779,Entrepreneurship,Marketing Strategies,,35,Marketing Strategies,
Rowen Mccormick,S780,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,98,,
Rowen Mccormick,S780,Entrepreneurship,Business Planning,Business Planning,47,,
Rowen Mccormick,S780,Entrepreneurship,Marketing Strategies,,29,Marketing Strategies,
Simeon Chen,S781,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,55,,
Simeon Chen,S781,Entrepreneurship,Business Planning,Business Planning,72,,
Simeon Chen,S781,Entrepreneurship,Marketing Strategies,Marketing Strategies,72,,
Emilie Cuevas,S782,Entrepreneurship,Introduction to Entrepreneurship,,38,Introduction to Entrepreneurship,
Emilie Cuevas,S782,Entrepreneurship,Business Planning,Business Planning,41,,
Emilie Cuevas,S782,Entrepreneurship,Marketing Strategies,,30,Marketing Strategies,
Julianna Ayala,S783,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,64,,
Julianna Ayala,S783,Entrepreneurship,Business Planning,Business Planning,90,,
Julianna Ayala,S783,Entrepreneurship,Marketing Strategies,,28,Marketing Strategies,
Santana Pace,S785,Earth Sciences,Introduction to Earth Sciences,,14,Introduction to Earth Sciences,
Santana Pace,S785,Earth Sciences,Geology,,32,Geology,
Santana Pace,S785,Earth Sciences,Meteorology,,16,Meteorology,
Paola Oconnell,S786,Earth Sciences,Introduction to Earth Sciences,,21,Introduction to Earth Sciences,
Paola Oconnell,S786,Earth Sciences,Geology,Geology,50,,
Paola Oconnell,S786,Earth Sciences,Meteorology,Meteorology,55,,
Allie Gay,S787,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,90,,
Allie Gay,S787,Earth Sciences,Geology,Geology,64,,
Allie Gay,S787,Earth Sciences,Meteorology,Meteorology,99,,
Giancarlo Mclean,S788,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,49,,
Giancarlo Mclean,S788,Earth Sciences,Geology,,27,Geology,
Giancarlo Mclean,S788,Earth Sciences,Meteorology,,22,Meteorology,
Brendon Middleton,S789,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,54,,
Brendon Middleton,S789,Earth Sciences,Geology,,34,Geology,
Brendon Middleton,S789,Earth Sciences,Meteorology,Meteorology,48,,
Jewel Black,S790,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,56,,
Jewel Black,S790,Earth Sciences,Geology,Geology,54,,
Jewel Black,S790,Earth Sciences,Meteorology,Meteorology,66,,
Giovanna Poole,S791,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,72,,
Giovanna Poole,S791,Earth Sciences,Geology,Geology,59,,
Giovanna Poole,S791,Earth Sciences,Meteorology,,23,Meteorology,
Chace Wiggins,S793,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,80,,
Chace Wiggins,S793,Anthropological Linguistics,Language Typology,,38,Language Typology,
Chace Wiggins,S793,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,72,,
Lawrence Villegas,S794,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,47,,
Lawrence Villegas,S794,Anthropological Linguistics,Language Typology,,32,Language Typology,
Lawrence Villegas,S794,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,78,,
Caitlin Moss,S795,Anthropological Linguistics,Linguistic Anthropology II,,37,Linguistic Anthropology II,
Caitlin Moss,S795,Anthropological Linguistics,Language Typology,Language Typology,79,,
Caitlin Moss,S795,Anthropological Linguistics,Sociolinguistics,,18,Sociolinguistics,
Amare Stark,S796,Anthropological Linguistics,Linguistic Anthropology II,,3,Linguistic Anthropology II,
Amare Stark,S796,Anthropological Linguistics,Language Typology,Language Typology,92,,
Amare Stark,S796,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,49,,
Carolina Hogan,S797,Anthropological Linguistics,Linguistic Anthropology II,,31,Linguistic Anthropology II,
Carolina Hogan,S797,Anthropological Linguistics,Language Typology,Language Typology,98,,
Carolina Hogan,S797,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,72,,
Kamden Winters,S798,Anthropological Linguistics,Linguistic Anthropology II,,11,Linguistic Anthropology II,
Kamden Winters,S798,Anthropological Linguistics,Language Typology,Language Typology,92,,
Kamden Winters,S798,Anthropological Linguistics,Sociolinguistics,,30,Sociolinguistics,
Cristina Kerr,S799,Anthropological Linguistics,Linguistic Anthropology II,,17,Linguistic Anthropology II,
Cristina Kerr,S799,Anthropological Linguistics,Language Typology,,10,Language Typology,
Cristina Kerr,S799,Anthropological Linguistics,Sociolinguistics,,9,Sociolinguistics,
Patricia Carson,S800,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,91,,
Patricia Carson,S800,Anthropological Linguistics,Language Typology,,4,Language Typology,
Patricia Carson,S800,Anthropological Linguistics,Sociolinguistics,,22,Sociolinguistics,
Maliah Skinner,S802,Public Policy,Public Policy Analysis II,,17,Public Policy Analysis II,
Maliah Skinner,S802,Public Policy,Policy Implementation II,Policy Implementation II,77,,
Maliah Skinner,S802,Public Policy,Policy Evaluation II,,31,Policy Evaluation II,
Riley Kim,S803,Public Policy,Public Policy Analysis II,Public Policy Analysis II,89,,
Riley Kim,S803,Public Policy,Policy Implementation II,Policy Implementation II,97,,
Riley Kim,S803,Public Policy,Policy Evaluation II,Policy Evaluation II,77,,
Stefan Parker,S804,Public Policy,Public Policy Analysis II,Public Policy Analysis II,53,,
